timestamp,hostname,username,source_ip,source_port,event_type,action,status,message
2026-08-28T13:33:31.278530,web-prod-01,alice,192.168.1.17,62786,authentication,login,success,Aug 28 13:33:31 web-prod-01 sshd[4025]: Accepted password for alice from 192.168.1.17 port 62786 ssh2
2026-08-28T13:35:21.278530,srv-bastion,david,192.168.1.15,57269,authentication,login,failed,Aug 28 13:35:21 srv-bastion sshd[4644]: Failed password for david from 192.168.1.15 port 57269 ssh2
2026-08-28T13:37:02.278530,app-stage-02,jack,192.168.1.13,39677,authentication,login,failed,Aug 28 13:37:02 app-stage-02 sshd[3054]: Failed password for jack from 192.168.1.13 port 39677 ssh2
2026-08-28T13:38:46.278530,srv-bastion,emma,192.168.1.13,51871,authentication,login,success,Aug 28 13:38:46 srv-bastion sshd[4414]: Accepted password for emma from 192.168.1.13 port 51871 ssh2
2026-08-28T13:40:35.278530,auth-server,jack,192.168.1.10,35966,authentication,login,success,Aug 28 13:40:35 auth-server sshd[8161]: Accepted password for jack from 192.168.1.10 port 35966 ssh2
2026-08-28T13:40:51.278530,app-stage-02,charlie,192.168.1.14,54435,authentication,login,success,Aug 28 13:40:51 app-stage-02 sshd[5189]: Accepted password for charlie from 192.168.1.14 port 54435 ssh2
2026-08-28T13:41:52.278530,app-stage-02,bob,192.168.1.11,43118,authentication,login,success,Aug 28 13:41:52 app-stage-02 sshd[5390]: Accepted password for bob from 192.168.1.11 port 43118 ssh2
2026-08-28T13:42:18.278530,app-stage-02,helen,192.168.1.20,64089,authentication,login,failed,Aug 28 13:42:18 app-stage-02 sshd[9079]: Failed password for helen from 192.168.1.20 port 64089 ssh2
2026-08-28T13:43:42.278530,auth-server,helen,192.168.1.10,39944,authentication,login,success,Aug 28 13:43:42 auth-server sshd[2892]: Accepted password for helen from 192.168.1.10 port 39944 ssh2
2026-08-28T13:44:52.278530,app-stage-02,grace,192.168.1.25,42013,authentication,privilege_elevation,success,Aug 28 13:44:52 app-stage-02 sudo: grace : TTY=pts/0 ; PWD=/home/grace ; COMMAND=/usr/bin/apt-get update
2026-08-28T13:45:57.278530,app-stage-02,helen,192.168.1.28,52783,authentication,login,success,Aug 28 13:45:57 app-stage-02 sshd[1278]: Accepted password for helen from 192.168.1.28 port 52783 ssh2
2026-08-28T13:46:55.278530,srv-bastion,helen,192.168.1.15,48906,authentication,login,success,Aug 28 13:46:55 srv-bastion sshd[1061]: Accepted password for helen from 192.168.1.15 port 48906 ssh2
2026-08-28T13:47:52.278530,db-prod-01,alice,192.168.1.27,32994,authentication,login,success,Aug 28 13:47:52 db-prod-01 sshd[7076]: Accepted password for alice from 192.168.1.27 port 32994 ssh2
2026-08-28T13:48:59.278530,db-prod-01,charlie,192.168.1.10,43086,authentication,login,success,Aug 28 13:48:59 db-prod-01 sshd[3023]: Accepted password for charlie from 192.168.1.10 port 43086 ssh2
2026-08-28T13:50:20.278530,srv-bastion,helen,192.168.1.11,64954,authentication,login,success,Aug 28 13:50:20 srv-bastion sshd[2269]: Accepted password for helen from 192.168.1.11 port 64954 ssh2
2026-08-28T13:51:49.278530,srv-bastion,ian,192.168.1.13,52340,authentication,login,success,Aug 28 13:51:49 srv-bastion sshd[2110]: Accepted password for ian from 192.168.1.13 port 52340 ssh2
2026-08-28T13:52:05.278530,app-stage-02,emma,192.168.1.29,60388,authentication,login,success,Aug 28 13:52:05 app-stage-02 sshd[8968]: Accepted password for emma from 192.168.1.29 port 60388 ssh2
2026-08-28T13:52:21.278530,srv-bastion,alice,192.168.1.20,52175,authentication,login,success,Aug 28 13:52:21 srv-bastion sshd[2372]: Accepted password for alice from 192.168.1.20 port 52175 ssh2
2026-08-28T13:52:50.278530,web-prod-01,frank,192.168.1.16,32245,authentication,login,success,Aug 28 13:52:50 web-prod-01 sshd[4925]: Accepted password for frank from 192.168.1.16 port 32245 ssh2
2026-08-28T13:54:23.278530,app-stage-02,jack,192.168.1.19,36301,authentication,login,success,Aug 28 13:54:23 app-stage-02 sshd[2038]: Accepted password for jack from 192.168.1.19 port 36301 ssh2
2026-08-28T13:55:50.278530,srv-bastion,helen,192.168.1.16,38346,authentication,login,failed,Aug 28 13:55:50 srv-bastion sshd[5146]: Failed password for helen from 192.168.1.16 port 38346 ssh2
2026-08-28T13:57:42.278530,auth-server,helen,192.168.1.25,54712,authentication,login,success,Aug 28 13:57:42 auth-server sshd[7290]: Accepted password for helen from 192.168.1.25 port 54712 ssh2
2026-08-28T13:58:04.278530,web-prod-01,helen,192.168.1.12,53393,authentication,login,success,Aug 28 13:58:04 web-prod-01 sshd[6599]: Accepted password for helen from 192.168.1.12 port 53393 ssh2
2026-08-28T13:58:41.278530,web-prod-01,ian,192.168.1.25,62957,authentication,login,success,Aug 28 13:58:41 web-prod-01 sshd[3755]: Accepted password for ian from 192.168.1.25 port 62957 ssh2
2026-08-28T13:59:15.278530,web-prod-01,alice,192.168.1.29,47034,authentication,login,success,Aug 28 13:59:15 web-prod-01 sshd[2672]: Accepted password for alice from 192.168.1.29 port 47034 ssh2
2026-08-28T13:59:37.278530,web-prod-01,frank,192.168.1.14,63556,authentication,login,success,Aug 28 13:59:37 web-prod-01 sshd[9558]: Accepted password for frank from 192.168.1.14 port 63556 ssh2
2026-08-28T14:01:35.278530,auth-server,frank,192.168.1.10,56189,authentication,login,success,Aug 28 14:01:35 auth-server sshd[3125]: Accepted password for frank from 192.168.1.10 port 56189 ssh2
2026-08-28T14:02:26.278530,srv-bastion,alice,192.168.1.17,46840,authentication,login,success,Aug 28 14:02:26 srv-bastion sshd[6738]: Accepted password for alice from 192.168.1.17 port 46840 ssh2
2026-08-28T14:04:15.278530,srv-bastion,david,192.168.1.18,54766,authentication,login,success,Aug 28 14:04:15 srv-bastion sshd[5299]: Accepted password for david from 192.168.1.18 port 54766 ssh2
2026-08-28T14:04:36.278530,srv-bastion,david,192.168.1.11,36340,authentication,login,success,Aug 28 14:04:36 srv-bastion sshd[3419]: Accepted password for david from 192.168.1.11 port 36340 ssh2
2026-08-28T14:05:57.278530,db-prod-01,ian,192.168.1.24,42962,authentication,login,success,Aug 28 14:05:57 db-prod-01 sshd[9195]: Accepted password for ian from 192.168.1.24 port 42962 ssh2
2026-08-28T14:07:14.278530,auth-server,alice,192.168.1.17,58354,authentication,login,success,Aug 28 14:07:14 auth-server sshd[1153]: Accepted password for alice from 192.168.1.17 port 58354 ssh2
2026-08-28T14:08:30.278530,db-prod-01,emma,192.168.1.26,46083,authentication,login,success,Aug 28 14:08:30 db-prod-01 sshd[9060]: Accepted password for emma from 192.168.1.26 port 46083 ssh2
2026-08-28T14:09:06.278530,web-prod-01,frank,192.168.1.16,47722,authentication,login,success,Aug 28 14:09:06 web-prod-01 sshd[8068]: Accepted password for frank from 192.168.1.16 port 47722 ssh2
2026-08-28T14:10:37.278530,db-prod-01,grace,192.168.1.10,38405,authentication,login,success,Aug 28 14:10:37 db-prod-01 sshd[8377]: Accepted password for grace from 192.168.1.10 port 38405 ssh2
2026-08-28T14:10:49.278530,web-prod-01,emma,192.168.1.20,35499,authentication,login,success,Aug 28 14:10:49 web-prod-01 sshd[1098]: Accepted password for emma from 192.168.1.20 port 35499 ssh2
2026-08-28T14:12:34.278530,app-stage-02,alice,192.168.1.19,56605,authentication,login,success,Aug 28 14:12:34 app-stage-02 sshd[7666]: Accepted password for alice from 192.168.1.19 port 56605 ssh2
2026-08-28T14:14:13.278530,web-prod-01,grace,192.168.1.12,33946,authentication,login,success,Aug 28 14:14:13 web-prod-01 sshd[5336]: Accepted password for grace from 192.168.1.12 port 33946 ssh2
2026-08-28T14:14:49.278530,auth-server,ian,192.168.1.10,43691,authentication,login,success,Aug 28 14:14:49 auth-server sshd[4025]: Accepted password for ian from 192.168.1.10 port 43691 ssh2
2026-08-28T14:16:28.278530,web-prod-01,charlie,192.168.1.28,48527,authentication,login,success,Aug 28 14:16:28 web-prod-01 sshd[3042]: Accepted password for charlie from 192.168.1.28 port 48527 ssh2
2026-08-28T14:17:59.278530,srv-bastion,grace,192.168.1.15,59027,authentication,login,success,Aug 28 14:17:59 srv-bastion sshd[9098]: Accepted password for grace from 192.168.1.15 port 59027 ssh2
2026-08-28T14:18:54.278530,app-stage-02,ian,192.168.1.14,39424,authentication,privilege_elevation,success,Aug 28 14:18:54 app-stage-02 sudo: ian : TTY=pts/0 ; PWD=/home/ian ; COMMAND=/usr/bin/apt-get update
2026-08-28T14:19:38.278530,auth-server,charlie,192.168.1.19,39891,authentication,login,success,Aug 28 14:19:38 auth-server sshd[9917]: Accepted password for charlie from 192.168.1.19 port 39891 ssh2
2026-08-28T14:21:36.278530,auth-server,jack,192.168.1.12,49481,authentication,login,success,Aug 28 14:21:36 auth-server sshd[5073]: Accepted password for jack from 192.168.1.12 port 49481 ssh2
2026-08-28T14:23:02.278530,web-prod-01,david,192.168.1.10,52961,authentication,login,failed,Aug 28 14:23:02 web-prod-01 sshd[4805]: Failed password for david from 192.168.1.10 port 52961 ssh2
2026-08-28T14:23:32.278530,auth-server,emma,192.168.1.15,55610,authentication,login,success,Aug 28 14:23:32 auth-server sshd[2221]: Accepted password for emma from 192.168.1.15 port 55610 ssh2
2026-08-28T14:25:06.278530,app-stage-02,ian,192.168.1.16,58239,authentication,login,success,Aug 28 14:25:06 app-stage-02 sshd[2750]: Accepted password for ian from 192.168.1.16 port 58239 ssh2
2026-08-28T14:26:19.278530,auth-server,helen,192.168.1.22,32619,authentication,login,success,Aug 28 14:26:19 auth-server sshd[3011]: Accepted password for helen from 192.168.1.22 port 32619 ssh2
2026-08-28T14:27:08.278530,srv-bastion,charlie,192.168.1.14,38009,authentication,login,success,Aug 28 14:27:08 srv-bastion sshd[3569]: Accepted password for charlie from 192.168.1.14 port 38009 ssh2
2026-08-28T14:29:08.278530,srv-bastion,emma,192.168.1.18,46253,authentication,login,failed,Aug 28 14:29:08 srv-bastion sshd[7402]: Failed password for emma from 192.168.1.18 port 46253 ssh2
2026-08-28T14:30:09.278530,srv-bastion,alice,192.168.1.27,43166,authentication,login,success,Aug 28 14:30:09 srv-bastion sshd[1217]: Accepted password for alice from 192.168.1.27 port 43166 ssh2
2026-08-28T14:32:09.278530,web-prod-01,ian,192.168.1.26,44568,authentication,login,success,Aug 28 14:32:09 web-prod-01 sshd[7079]: Accepted password for ian from 192.168.1.26 port 44568 ssh2
2026-08-28T14:32:44.278530,web-prod-01,helen,192.168.1.22,57245,authentication,login,success,Aug 28 14:32:44 web-prod-01 sshd[5096]: Accepted password for helen from 192.168.1.22 port 57245 ssh2
2026-08-28T14:34:24.278530,app-stage-02,grace,192.168.1.18,36816,authentication,login,success,Aug 28 14:34:24 app-stage-02 sshd[2438]: Accepted password for grace from 192.168.1.18 port 36816 ssh2
2026-08-28T14:35:17.278530,web-prod-01,charlie,192.168.1.11,40571,authentication,login,success,Aug 28 14:35:17 web-prod-01 sshd[8520]: Accepted password for charlie from 192.168.1.11 port 40571 ssh2
2026-08-28T14:37:00.278530,app-stage-02,david,192.168.1.23,47234,authentication,login,success,Aug 28 14:37:00 app-stage-02 sshd[6465]: Accepted password for david from 192.168.1.23 port 47234 ssh2
2026-08-28T14:38:24.278530,srv-bastion,bob,192.168.1.16,60365,authentication,login,success,Aug 28 14:38:24 srv-bastion sshd[5584]: Accepted password for bob from 192.168.1.16 port 60365 ssh2
2026-08-28T14:39:16.278530,app-stage-02,alice,192.168.1.20,53035,authentication,login,success,Aug 28 14:39:16 app-stage-02 sshd[5051]: Accepted password for alice from 192.168.1.20 port 53035 ssh2
2026-08-28T14:41:16.278530,web-prod-01,helen,192.168.1.21,57582,authentication,login,success,Aug 28 14:41:16 web-prod-01 sshd[9468]: Accepted password for helen from 192.168.1.21 port 57582 ssh2
2026-08-28T14:42:21.278530,db-prod-01,david,192.168.1.25,39397,authentication,login,failed,Aug 28 14:42:21 db-prod-01 sshd[4353]: Failed password for david from 192.168.1.25 port 39397 ssh2
2026-08-28T14:43:56.278530,web-prod-01,david,192.168.1.11,58491,authentication,login,success,Aug 28 14:43:56 web-prod-01 sshd[1439]: Accepted password for david from 192.168.1.11 port 58491 ssh2
2026-08-28T14:45:22.278530,srv-bastion,jack,192.168.1.16,35820,authentication,login,success,Aug 28 14:45:22 srv-bastion sshd[5382]: Accepted password for jack from 192.168.1.16 port 35820 ssh2
2026-08-28T14:46:52.278530,auth-server,charlie,192.168.1.17,64203,authentication,login,success,Aug 28 14:46:52 auth-server sshd[3193]: Accepted password for charlie from 192.168.1.17 port 64203 ssh2
2026-08-28T14:48:33.278530,app-stage-02,david,192.168.1.14,52176,authentication,login,success,Aug 28 14:48:33 app-stage-02 sshd[7833]: Accepted password for david from 192.168.1.14 port 52176 ssh2
2026-08-28T14:50:00.278530,web-prod-01,jack,192.168.1.28,44858,authentication,login,success,Aug 28 14:50:00 web-prod-01 sshd[9784]: Accepted password for jack from 192.168.1.28 port 44858 ssh2
2026-08-28T14:50:47.278530,app-stage-02,ian,192.168.1.10,46951,authentication,login,failed,Aug 28 14:50:47 app-stage-02 sshd[5519]: Failed password for ian from 192.168.1.10 port 46951 ssh2
2026-08-28T14:51:15.278530,web-prod-01,alice,192.168.1.25,41902,authentication,login,success,Aug 28 14:51:15 web-prod-01 sshd[7919]: Accepted password for alice from 192.168.1.25 port 41902 ssh2
2026-08-28T14:52:26.278530,db-prod-01,emma,192.168.1.17,33359,authentication,login,success,Aug 28 14:52:26 db-prod-01 sshd[9485]: Accepted password for emma from 192.168.1.17 port 33359 ssh2
2026-08-28T14:53:10.278530,web-prod-01,ian,192.168.1.11,36133,authentication,login,success,Aug 28 14:53:10 web-prod-01 sshd[9578]: Accepted password for ian from 192.168.1.11 port 36133 ssh2
2026-08-28T14:53:55.278530,app-stage-02,david,192.168.1.21,45613,authentication,login,success,Aug 28 14:53:55 app-stage-02 sshd[7519]: Accepted password for david from 192.168.1.21 port 45613 ssh2
2026-08-28T14:55:49.278530,db-prod-01,helen,192.168.1.20,39434,authentication,login,success,Aug 28 14:55:49 db-prod-01 sshd[6374]: Accepted password for helen from 192.168.1.20 port 39434 ssh2
2026-08-28T14:57:18.278530,app-stage-02,ian,192.168.1.16,64038,authentication,login,success,Aug 28 14:57:18 app-stage-02 sshd[4747]: Accepted password for ian from 192.168.1.16 port 64038 ssh2
2026-08-28T14:57:44.278530,db-prod-01,frank,192.168.1.29,48932,authentication,login,success,Aug 28 14:57:44 db-prod-01 sshd[8694]: Accepted password for frank from 192.168.1.29 port 48932 ssh2
2026-08-28T14:59:17.278530,db-prod-01,frank,192.168.1.17,58346,authentication,login,success,Aug 28 14:59:17 db-prod-01 sshd[9115]: Accepted password for frank from 192.168.1.17 port 58346 ssh2
2026-08-28T14:59:47.278530,web-prod-01,frank,192.168.1.10,62534,authentication,login,success,Aug 28 14:59:47 web-prod-01 sshd[4040]: Accepted password for frank from 192.168.1.10 port 62534 ssh2
2026-08-28T15:01:34.278530,db-prod-01,jack,192.168.1.15,50160,authentication,login,success,Aug 28 15:01:34 db-prod-01 sshd[1252]: Accepted password for jack from 192.168.1.15 port 50160 ssh2
2026-08-28T15:03:29.278530,auth-server,alice,192.168.1.28,58855,authentication,login,success,Aug 28 15:03:29 auth-server sshd[2997]: Accepted password for alice from 192.168.1.28 port 58855 ssh2
2026-08-28T15:03:44.278530,app-stage-02,david,192.168.1.11,59024,authentication,login,success,Aug 28 15:03:44 app-stage-02 sshd[5872]: Accepted password for david from 192.168.1.11 port 59024 ssh2
2026-08-28T15:04:42.278530,app-stage-02,frank,192.168.1.10,40179,authentication,login,failed,Aug 28 15:04:42 app-stage-02 sshd[5345]: Failed password for frank from 192.168.1.10 port 40179 ssh2
2026-08-28T15:04:53.278530,auth-server,alice,192.168.1.18,57345,authentication,login,success,Aug 28 15:04:53 auth-server sshd[9628]: Accepted password for alice from 192.168.1.18 port 57345 ssh2
2026-08-28T15:06:45.278530,auth-server,charlie,192.168.1.11,54702,authentication,privilege_elevation,success,Aug 28 15:06:45 auth-server sudo: charlie : TTY=pts/0 ; PWD=/home/charlie ; COMMAND=/usr/bin/apt-get update
2026-08-28T15:08:43.278530,app-stage-02,david,192.168.1.10,64459,authentication,login,failed,Aug 28 15:08:43 app-stage-02 sshd[9209]: Failed password for david from 192.168.1.10 port 64459 ssh2
2026-08-28T15:10:25.278530,app-stage-02,emma,192.168.1.13,37781,authentication,privilege_elevation,success,Aug 28 15:10:25 app-stage-02 sudo: emma : TTY=pts/0 ; PWD=/home/emma ; COMMAND=/usr/bin/apt-get update
2026-08-28T15:10:55.278530,web-prod-01,grace,192.168.1.10,48414,authentication,login,failed,Aug 28 15:10:55 web-prod-01 sshd[8910]: Failed password for grace from 192.168.1.10 port 48414 ssh2
2026-08-28T15:12:43.278530,auth-server,alice,192.168.1.19,37762,authentication,login,success,Aug 28 15:12:43 auth-server sshd[3101]: Accepted password for alice from 192.168.1.19 port 37762 ssh2
2026-08-28T15:13:59.278530,app-stage-02,jack,192.168.1.25,40459,authentication,login,success,Aug 28 15:13:59 app-stage-02 sshd[1593]: Accepted password for jack from 192.168.1.25 port 40459 ssh2
2026-08-28T15:15:16.278530,auth-server,jack,192.168.1.14,45299,authentication,login,failed,Aug 28 15:15:16 auth-server sshd[7347]: Failed password for jack from 192.168.1.14 port 45299 ssh2
2026-08-28T15:15:26.278530,web-prod-01,grace,192.168.1.13,50662,authentication,login,failed,Aug 28 15:15:26 web-prod-01 sshd[9253]: Failed password for grace from 192.168.1.13 port 50662 ssh2
2026-08-28T15:16:21.278530,db-prod-01,charlie,192.168.1.20,42311,authentication,login,success,Aug 28 15:16:21 db-prod-01 sshd[7329]: Accepted password for charlie from 192.168.1.20 port 42311 ssh2
2026-08-28T15:17:58.278530,srv-bastion,david,192.168.1.22,54068,authentication,login,failed,Aug 28 15:17:58 srv-bastion sshd[5688]: Failed password for david from 192.168.1.22 port 54068 ssh2
2026-08-28T15:18:52.278530,web-prod-01,alice,192.168.1.26,59351,authentication,login,success,Aug 28 15:18:52 web-prod-01 sshd[9730]: Accepted password for alice from 192.168.1.26 port 59351 ssh2
2026-08-28T15:19:08.278530,web-prod-01,grace,192.168.1.28,40791,authentication,login,failed,Aug 28 15:19:08 web-prod-01 sshd[2248]: Failed password for grace from 192.168.1.28 port 40791 ssh2
2026-08-28T15:20:10.278530,auth-server,ian,192.168.1.16,40301,authentication,login,success,Aug 28 15:20:10 auth-server sshd[8856]: Accepted password for ian from 192.168.1.16 port 40301 ssh2
2026-08-28T15:22:03.278530,db-prod-01,grace,192.168.1.18,36024,authentication,login,success,Aug 28 15:22:03 db-prod-01 sshd[9567]: Accepted password for grace from 192.168.1.18 port 36024 ssh2
2026-08-28T15:24:01.278530,auth-server,ian,192.168.1.24,43595,authentication,login,failed,Aug 28 15:24:01 auth-server sshd[4570]: Failed password for ian from 192.168.1.24 port 43595 ssh2
2026-08-28T15:25:19.278530,app-stage-02,bob,192.168.1.12,54981,authentication,login,success,Aug 28 15:25:19 app-stage-02 sshd[2330]: Accepted password for bob from 192.168.1.12 port 54981 ssh2
2026-08-28T15:26:52.278530,app-stage-02,helen,192.168.1.19,48503,authentication,login,success,Aug 28 15:26:52 app-stage-02 sshd[1092]: Accepted password for helen from 192.168.1.19 port 48503 ssh2
2026-08-28T15:28:51.278530,auth-server,helen,192.168.1.21,54871,authentication,login,success,Aug 28 15:28:51 auth-server sshd[6205]: Accepted password for helen from 192.168.1.21 port 54871 ssh2
2026-08-28T15:29:44.278530,web-prod-01,david,192.168.1.13,58981,authentication,login,success,Aug 28 15:29:44 web-prod-01 sshd[9900]: Accepted password for david from 192.168.1.13 port 58981 ssh2
2026-08-28T15:30:10.278530,web-prod-01,david,192.168.1.12,57242,authentication,login,failed,Aug 28 15:30:10 web-prod-01 sshd[7818]: Failed password for david from 192.168.1.12 port 57242 ssh2
2026-08-28T15:31:06.278530,web-prod-01,helen,192.168.1.28,46686,authentication,login,success,Aug 28 15:31:06 web-prod-01 sshd[3327]: Accepted password for helen from 192.168.1.28 port 46686 ssh2
2026-08-28T15:31:28.278530,srv-bastion,frank,192.168.1.15,42925,authentication,login,success,Aug 28 15:31:28 srv-bastion sshd[8173]: Accepted password for frank from 192.168.1.15 port 42925 ssh2
2026-08-28T15:32:49.278530,srv-bastion,david,192.168.1.13,45803,authentication,login,success,Aug 28 15:32:49 srv-bastion sshd[2531]: Accepted password for david from 192.168.1.13 port 45803 ssh2
2026-08-28T15:34:45.278530,srv-bastion,ian,192.168.1.18,61562,authentication,login,failed,Aug 28 15:34:45 srv-bastion sshd[2655]: Failed password for ian from 192.168.1.18 port 61562 ssh2
2026-08-28T15:35:12.278530,auth-server,ian,192.168.1.24,40598,authentication,login,failed,Aug 28 15:35:12 auth-server sshd[3104]: Failed password for ian from 192.168.1.24 port 40598 ssh2
2026-08-28T15:36:18.278530,db-prod-01,emma,192.168.1.25,48064,authentication,login,success,Aug 28 15:36:18 db-prod-01 sshd[9875]: Accepted password for emma from 192.168.1.25 port 48064 ssh2
2026-08-28T15:36:58.278530,db-prod-01,bob,192.168.1.13,47381,authentication,login,success,Aug 28 15:36:58 db-prod-01 sshd[4953]: Accepted password for bob from 192.168.1.13 port 47381 ssh2
2026-08-28T15:38:57.278530,app-stage-02,bob,192.168.1.22,39916,authentication,login,failed,Aug 28 15:38:57 app-stage-02 sshd[7295]: Failed password for bob from 192.168.1.22 port 39916 ssh2
2026-08-28T15:39:37.278530,db-prod-01,ian,192.168.1.28,37795,authentication,login,failed,Aug 28 15:39:37 db-prod-01 sshd[4810]: Failed password for ian from 192.168.1.28 port 37795 ssh2
2026-08-28T15:40:14.278530,web-prod-01,jack,192.168.1.27,35602,authentication,login,failed,Aug 28 15:40:14 web-prod-01 sshd[2227]: Failed password for jack from 192.168.1.27 port 35602 ssh2
2026-08-28T15:41:39.278530,auth-server,alice,192.168.1.13,43203,authentication,login,success,Aug 28 15:41:39 auth-server sshd[1407]: Accepted password for alice from 192.168.1.13 port 43203 ssh2
2026-08-28T15:42:54.278530,db-prod-01,bob,192.168.1.12,58180,authentication,privilege_elevation,success,Aug 28 15:42:54 db-prod-01 sudo: bob : TTY=pts/0 ; PWD=/home/bob ; COMMAND=/usr/bin/apt-get update
2026-08-28T15:44:33.278530,auth-server,grace,192.168.1.16,37658,authentication,login,success,Aug 28 15:44:33 auth-server sshd[7029]: Accepted password for grace from 192.168.1.16 port 37658 ssh2
2026-08-28T15:45:46.278530,auth-server,jack,192.168.1.15,31896,authentication,login,success,Aug 28 15:45:46 auth-server sshd[9254]: Accepted password for jack from 192.168.1.15 port 31896 ssh2
2026-08-28T15:46:40.278530,srv-bastion,helen,192.168.1.18,36502,authentication,login,success,Aug 28 15:46:40 srv-bastion sshd[1809]: Accepted password for helen from 192.168.1.18 port 36502 ssh2
2026-08-28T15:47:57.278530,srv-bastion,jack,192.168.1.22,60578,authentication,login,success,Aug 28 15:47:57 srv-bastion sshd[6723]: Accepted password for jack from 192.168.1.22 port 60578 ssh2
